"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","experienced","instructions_time","total_time","stamp","id"
"A27ZE20JZ3VDUP","caus_thomas_fire_v4","358UUM7WRZ49F4TW1MN5IN16CF0R7W","0","0","0","Not sure","Yes","Yes","No","0","0","2017-10-11 15:51:01","2356"
"A10GZ0SWBZIRBK","caus_thomas_fire_v4","32SCWG5HIH55ZRZC5KEO7E1VGMSP63","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:51:03","2357"
"A1UX9EWSK062A9","caus_thomas_fire_v4","339ANSOTR53KHKXXUTI58051V3HKIR","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:51:05","2358"
"A35JZAZK1L9D3Z","caus_thomas_fire_v4","3OSWBBLG1EY9T9GI1YWJ7XXQZ7OXDR","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:51:07","2359"
"A2AGDF3VY0L1QP","caus_thomas_fire_v4","3O6CYIULED2GLBMEDOQMFEN7C5DUW5","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:51:07","2360"
"A1LL9TE7T53Y1P","caus_thomas_fire_v4","373ERPL3YO9WD2Q3EPQ6NJTO1CRRT8","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-11 15:51:19","2361"
"A34B40D60FQY9Y","caus_thomas_fire_v4","3NAPMVF0ZWGSBKCBMW84HFTY0NK72X","0","0","0","Yes","Not sure","Not sure","No","0","0","2017-10-11 15:51:20","2362"
"A39C210BKD7YNN","caus_thomas_fire_v4","3NS0A6KXC491AOQO46LCA3GYKZ2ZG0","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:51:21","2363"
"A36CZ0F88ELFWF","caus_thomas_fire_v4","3M23Y66PO282CJF4X1II2J6636ZS6M","0","0","0","Yes","No","Yes","Not sure","0","0","2017-10-11 15:51:22","2364"
"A3EEMZ0K3T47QZ","caus_thomas_fire_v4","3X31TUMD7XNK1KJH7M90V11U31B1LJ","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:51:24","2365"
"APJJ1HHD2GGFS
","caus_thomas_fire_v4","3OLF68YTN92UVGMLHUZVBPPDAZVFAG","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:51:27","2366"
"AM4RUMMB8CE8L","caus_thomas_fire_v4","3Z7EFSHGN9FZOHA41218NRF8E7CXCR","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:51:35","2367"
"A3MVQVS782U9SG","caus_thomas_fire_v4","3R2UR8A0IAH0X677R7AZIR9P3LVXOO","0","0","0","Yes","Yes","Yes","Yes","0","0","2017-10-11 15:51:37","2368"
"AHTJJ0KDJ6ZIA","caus_thomas_fire_v4","39JEC7537U27KS591N0QZ6INYW4CV3","0","0","0","Yes","No","No","Not sure","0","0","2017-10-11 15:51:41","2369"
"A1CUK9RG3RW1DY","caus_thomas_fire_v4","36V4Q8R5ZK1SO6LJSD0UWFORBITMQ1","0","0","0","Yes","No","Yes","Not sure","0","0","2017-10-11 15:51:45","2370"
"AI9NJ89EXVDY1","caus_thomas_fire_v4","35BLDD71I6YKSLGJT1KYA4J87EQZVP","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:51:45","2371"
"A3CV0AEQ8HOJ0U","caus_thomas_fire_v4","39U1BHVTDLS4U0513ZPA5LQ8VYBT36","0","0","0","Yes","Yes","Yes","Yes","0","0","2017-10-11 15:51:48","2372"
"A36LW3J7QKZ5CT","caus_thomas_fire_v4","3SPJ0334214BW06KGQ4WT9ZC6XFJYX","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:51:58","2373"
"A2UNSF09FWX9S8","caus_thomas_fire_v4","358010RM5EUVNQG4SJWDDJ3XZESXVQ","0","0","0","Yes","Not sure","Not sure","No","0","0","2017-10-11 15:52:03","2374"
"A1E94U14N16SYJ","caus_thomas_fire_v4","3LKC68YZ3A4L862HH2EDG8VIUJPWOU","0","0","0","No","No","No","Not sure","0","0","2017-10-11 15:52:06","2375"
"A362C46X7UDVNC","caus_thomas_fire_v4","3IKZ72A5B4H1FZGAQY40XV9D96UFN0","0","0","0","Yes","No","No","Yes","0","0","2017-10-11 15:52:08","2376"
"A144N9R7W4H67O","caus_thomas_fire_v4","3QHK8ZVMIMJLEI199J2P1DE3PD2LBM","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:09","2377"
"A36XEP5H6KBQIB","caus_thomas_fire_v4","3A0EX8ZRN8P5EH88SYRFVLGZYS6YBR","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:20","2378"
"A1UOFT5Y9A87KA","caus_thomas_fire_v4","324G5B4FB39LFA9X794QYR0J3P1077","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:23","2379"
"A23TGEQ4CG90PA","caus_thomas_fire_v4","3QAVNHZ3EM5GV8WH352T62UX7VHLAR","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:26","2380"
"AA7IXIG89RV1V","caus_thomas_fire_v4","3LOZAJ85YDEMQZI249C2BE6M2GZX2I","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:27","2381"
"A17V85U8PXS4LJ","caus_thomas_fire_v4","3EQHHY4HQST33A6ZXIEWLZ93J0V5G0","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:28","2382"
"A2TTRW1EE029C7
A2TTRW1EE029C7","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJZJ4","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:30","2383"
"A3SBDWO5M0G2L0","caus_thomas_fire_v4","3YZ8UPK3VTN77DG9WXQL3KG4KPVUCW","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:34","2384"
"A1PZ1YZAQEXRSQ","caus_thomas_fire_v4","33LKR6A5KEL8KXRMGVBRHSBBXEXT1E","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:35","2385"
"A1K8E6PV2GPJ3Q","caus_thomas_fire_v4","3I3WADAZ9Q5RVNNXL1R4Q8I5AMM5ON","0","0","0","Not sure","Yes","Yes","No","0","0","2017-10-11 15:52:40","2386"
"A2T5CROJ0FWIJY","caus_thomas_fire_v4","3G0WWMR1UVLY6O6J4EFU9UDRG83NQ2","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:41","2387"
" A2DJQD3KQYBUMB
 A2DJQD3KQYBUMB
","caus_thomas_fire_v4","3FE7TXL1LIO2H2HQIVHAH6AT5DD2QR","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:42","2388"
"A3HPPDI53JMPW","caus_thomas_fire_v4","3PPTZCWALQLSNDK272QO4HK0QMBZQV","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:46","2389"
" A3NLJS5TGM8ZST","caus_thomas_fire_v4","3DZQRBDBSLG3F0SMEZKKVGUMTFXS3G","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:48","2390"
"AWE9A4ZOP9LNU
","caus_thomas_fire_v4","3U5JL4WY5KAWTDXP8NVQ4T3KMUW4XM","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:48","2391"
"A1MVPAAPFIWETH","caus_thomas_fire_v4","3KJYX6QCM9CUS6BFBFHCMAVIOGDVJ0","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:51","2392"
"ALM8YFO0272UR","caus_thomas_fire_v4","3I02618YA07Q12PD12CRNKFBJ8APU5","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:52:51","2393"
"AKSQ73RWZ9428","caus_thomas_fire_v4","3570Y55XZPK15YGJ8KJTWW7WE5YYG8","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:52:55","2394"
"A2PCUGTDC57PJI","caus_thomas_fire_v4","378XPAWRUCEE57OBI25GEM25QRNIAA","0","0","0","Not sure","Not sure","Not sure","No","0","0","2017-10-11 15:52:55","2395"
"A34F2ESTZYTWRM","caus_thomas_fire_v4","336KAV9KYQTBQ48C95Y4USDV4MTY2P","0","0","0","No","No","No","No","0","0","2017-10-11 15:53:01","2396"
"A3FA8CP9DMTB1P","caus_thomas_fire_v4","3IKZ72A5B4H1FZGAQY40XV9D96UNF8","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:07","2397"
"A2NTS2HNDOLRCR","caus_thomas_fire_v4","3DR23U6WE5F74YLYSJ66OCU5MN1TEX","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:07","2398"
"A2PLPSH6IW00IA","caus_thomas_fire_v4","3X31TUMD7XNK1KJH7M90V11U31BL13","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:11","2399"
"A1R0689JPSQ3OF","caus_thomas_fire_v4","3LQ8PUHQFLTTFUWPO8F8V8P93MDIHL","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:12","2400"
"A2ZV96GRXVSXK4","caus_thomas_fire_v4","3S0TNUHWKTJJE8FATQKRRYGX8YG8DV","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:17","2401"
"A2C6KUVF0FAIY8","caus_thomas_fire_v4","30BUDKLTXDW5JWA8RNO8LWOR6KG5EJ","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:17","2402"
"AHV4U78TUUDKI","caus_thomas_fire_v4","3R6P78PK7KC5OCHPYEWUOFFHZ3GTGE","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:18","2403"
"ATADQXPHL10Y8","caus_thomas_fire_v4","39LNWE0K4UXYKG29O7M7ENEZXUFUIY","0","0","0","No","No","No","No","0","0","2017-10-11 15:53:22","2404"
"A3TYWTLNIKKD29","caus_thomas_fire_v4","3UOUJI6MTDFVABR4NTM8HX1EL7JUXY","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:27","2405"
"A3VM1B415Z17Y8","caus_thomas_fire_v4","3QL2OFSM96JUCNW0ZWEZPPOACT2CNM","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:29","2406"
"A328WBNP9A8KBO
","caus_thomas_fire_v4","3X3OR7WPZZ12CK3267IFABO2H7I8LB","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:31","2407"
"AUZBKS5UI3MXB","caus_thomas_fire_v4","3TU5ZICBRD2D3HJFYCQBRXNWRD4Q8H","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:53:33","2408"
"A2U7BMG19Q83GE","caus_thomas_fire_v4","3EJPLAJKEMHZDV1ISTCQYC39QLZZ6Y","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:33","2409"
"A1RK314J53UKIN","caus_thomas_fire_v4","39O5D9O87TTN8J3QHDUKGBQ47CC3CY","0","0","0","Not sure","No","No","No","0","0","2017-10-11 15:53:36","2410"
"A1QVNF19XSRSD7","caus_thomas_fire_v4","3Q8GYXHFEP3QMYQUVWIDV8OOL82C5W","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:38","2411"
"A33ZB4QX4Y96WN","caus_thomas_fire_v4","3K2755HG5S4STNPX14QX1QXJV2TDFH","0","0","0","Yes","No","No","Yes","0","0","2017-10-11 15:53:38","2412"
"AZPXXTHW5SL8Y","caus_thomas_fire_v4","3L0KT67Y8EH4V3PA3KDALAQZ2GSYSS","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:40","2413"
"A1QEQOI98976S0","caus_thomas_fire_v4","35BLDD71I6YKSLGJT1KYA4J87EQVZL","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:45","2414"
"a1wmojnu4ffqy8","caus_thomas_fire_v4","3QXNC7EIPIWPTTXQM62ACNRPYFP09J","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-11 15:53:50","2415"
"A9WGDBDXUNLOD","caus_thomas_fire_v4","37Z929RLG998EHQGTEQBDTYKNEATSY","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:51","2416"
"A2LGSV2MKHWA49","caus_thomas_fire_v4","39U1BHVTDLS4U0513ZPA5LQ8VYC3TH","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:53:58","2417"
"A2S6QOCFC3EAYH","caus_thomas_fire_v4","374TNBHA8BWSINAXBGO5QABYKS7YQ3","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:54:05","2418"
"AAR5VQ8QIO5PC","caus_thomas_fire_v4","31QTRG6Q2TE7IB9IB39GQ5LOFWLYPC","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:07","2419"
"A1U4W67HW5V0FO","caus_thomas_fire_v4","32ZKVD547FO4YEBK3DYP5RKMPRC3BR","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:54:12","2420"
"A1LK30EUILW9QH","caus_thomas_fire_v4","3GM6G9ZBKNY5GMDB9HUP1KZEVPSTMM","0","0","0","Yes","No","Yes","Not sure","0","0","2017-10-11 15:54:13","2421"
"A3JDWMS5QJHREI","caus_thomas_fire_v4","3018Q3ZVOIRRY6RU8PZPSE3WDN7AR7","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:54:14","2422"
"A1Y3IPBBZQTWR2
","caus_thomas_fire_v4","3WJEQKOXA83351SDAVKAMNLJ9PD1A2","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:15","2423"
"A28LOT01MYVYYJ","caus_thomas_fire_v4","3PW9OPU9PQLE0YX9XGRVG52LX1L12V","0","0","0","Yes","No","No","Not sure","0","0","2017-10-11 15:54:23","2424"
"A3RGAY76J7MAZA","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T11RA","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:54:24","2425"
"A2F3NS6UP6GTS4","caus_thomas_fire_v4","3TMSXRD2X610CEVGB0G24CIA18FW17","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:24","2426"
"A1ZIIU5H8A40Z3","caus_thomas_fire_v4","3DIP6YHAPCTO6ETAPLVBXGYI8AH8EO","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:24","2427"
"A197FECF831H95","caus_thomas_fire_v4","3AMYWKA6YBNNERNBQK19IEW56HX6O4","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:26","2428"
"A2C4R0TBPZGWTD","caus_thomas_fire_v4","30X31N5D63R3ZLR7NEZUIO8SZPQASV","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:26","2429"
"A3MJSYSWX0Q4WQ","caus_thomas_fire_v4","3FDJT1UU74985W2IN9ZBJR1WQHC5K3","0","0","0","Yes","Yes","No","No","0","0","2017-10-11 15:54:26","2430"
"A30NX5HEQGGFPP
","caus_thomas_fire_v4","30LB5CDZNCB4ZKF3Q4W9PBTIDIDZ0X","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:26","2431"
"A2TKGUJXGAL13U","caus_thomas_fire_v4","3QAPZX2QN4EET9CR1XNV20JBS9F20T","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:30","2432"
"A3S7I1TRSRWO73","caus_thomas_fire_v4","30BXRYBRP4YBGPGUDPJNWZYHIXBWH6","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:33","2433"
"A15HCM2AMX95Z9","caus_thomas_fire_v4","3QRYMNZ7FYIBY4YBLI9PEZOE0F2NTG","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:54:34","2434"
"A5PORDD6QMIE8","caus_thomas_fire_v4","3OS46CRSLF0I4BW8RWNND6QD2ATV6U","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:38","2435"
"A3KYFEDDBCFQU1","caus_thomas_fire_v4","32M8BPYGATNFFY1E42XQA8D8OM1GIL","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:42","2436"
"A1IWRYUOVXAB0Z","caus_thomas_fire_v4","3RUIQRXJBBPXRRNL0WRJFGA817HLLA","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:50","2437"
"A1HCTAULAAOC8A","caus_thomas_fire_v4","3BF51CHDTVBI8ZF9KIQ2P4PDHSWH0P","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:54:51","2438"
"A3CMGKHSBTC2XQ","caus_thomas_fire_v4","3P1L2B7AD1Q5XCQIDO7B7XE2WCMLOR","0","0","0","Yes","No","Not sure","No","0","0","2017-10-11 15:54:53","2439"
"A2UH8NYAK4PCGJ","caus_thomas_fire_v4","31JLPPHS2UVOH80T7I3BBBKLWQV3OV","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:54:54","2440"
"ALOX6TS3BTQ7W","caus_thomas_fire_v4","3TXD01ZLD4I4C93U3IK3KM4GSCEU4J","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:01","2441"
"A1C66QKNXGH895","caus_thomas_fire_v4","3UWN2HHPUY6AJ4LWWI4Z4USSYWONSR","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:02","2442"
"A25N0K40JAZTN1","caus_thomas_fire_v4","3K5TEWLKGVCYXVR9TXWCA9GIB1PIVC","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:09","2443"
"A14F6ZMFA960GN","caus_thomas_fire_v4","35GMH2SV3EIRR6GQW2K7U2OINFLOE7","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:14","2444"
"AUDADS1HJVX6V","caus_thomas_fire_v4","3RKNTXVS3MZKX0PWXD3CKLSML9N4AI","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:15","2445"
"A38R7SIVV118KT","caus_thomas_fire_v4","3JCG6DTRV3RJ9LJBK67BDO8WLJQQQS","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:17","2446"
"A1NDSEXBYNOUOS","caus_thomas_fire_v4","3NLZY2D53PQ8IO3YS1ZFW292BD3QL3","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:18","2447"
"A3DA81ZFKYYGFC","caus_thomas_fire_v4","39GAF6DQWR1NXPVBLQB6IAZWUZE1V3","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:21","2448"
"A21V515QXW2NTP","caus_thomas_fire_v4","3DI28L7YXAF6VE9PQ0MWI6BAU4BE1A","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:24","2449"
"A1OZPLHNIU1519","caus_thomas_fire_v4","3NLZY2D53PQ8IO3YS1ZFW292BD4LQZ","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:29","2450"
"A23SGBJULXN5DO","caus_thomas_fire_v4","3X1FV8S5JXSK14LE39W9PX32WOXGVI","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:33","2451"
"A345I15D5LHTE7","caus_thomas_fire_v4","3P4MQ7TPPXD919FXI6DVNAIYDJPBBQ","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:55:35","2452"
"A9AGWXBGQV61L","caus_thomas_fire_v4","3GFK2QRXX9IZ0WWZCNIE72VRDOL5WZ","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:36","2453"
"A1VHFF2VC2XG7P","caus_thomas_fire_v4","3F6HPJW4JD171ZDCU4GG9VSFTETW2O","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:37","2454"
"A3KHOW5FW32RUL","caus_thomas_fire_v4","3VP0C6EFSGXZEO2ZD4MWQA70BHI6MP","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:40","2455"
"AB66CTVQ90RCV","caus_thomas_fire_v4","34Q075JO1XE74OUVITNHXH9603110B","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:55:45","2456"
"ALDQRWYZ8KQ9A","caus_thomas_fire_v4","3JMSRU9HQIVMHQPNXE6LPUIQJ8HEVY","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:55:50","2457"
"A36X88GMB65A9H","caus_thomas_fire_v4","3P4RDNWND57P60RFC8IT7L5OGEIJIS","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:55:59","2458"
"A3BWMHCJ8RELKW","caus_thomas_fire_v4","3E337GFOL997TZC51IAIFG9PALVGN1","0","0","0","No","No","No","No","0","0","2017-10-11 15:56:00","2459"
"A3KUZ2JNKHZBQK","caus_thomas_fire_v4","308XBLVESI5WHGWME3ZLNPN2V5SBR3","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:56:07","2460"
"A7ARLVESOUAOL","caus_thomas_fire_v4","3ZPPDN2SLVXOKJCKUD1PXCTTSGZE9J","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:12","2461"
"AMNRYECHXZY34","caus_thomas_fire_v4","3YW4XOSQKQMNKA6BG011MOXDGS51UE","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:56:16","2462"
"A1NYI79LUIBOTP","caus_thomas_fire_v4","338JKRMM260E9CDRCKNVEA1QQE9HAH","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:56:17","2463"
"A3QDBNW2H8EMFW","caus_thomas_fire_v4","3X4MXAO0BGPO5JUX9UVHA30N56AWR4","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:22","2464"
"A1PF01FF85HUY4","caus_thomas_fire_v4","3BDCF01OGXVHRQUKJBG99OC4AMLLY2","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:56:25","2465"
"A18E19QXO73YM4","caus_thomas_fire_v4","3YW4XOSQKQMNKA6BG011MOXDGS5U17","0","0","0","Yes","No","No","Not sure","0","0","2017-10-11 15:56:26","2466"
"A3P0P0DRSOX52W","caus_thomas_fire_v4","3WJ1OXY92AHLG1CY9GTP1X8RNVJA8V","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:28","2467"
"A2GBV3YLSRW4SH","caus_thomas_fire_v4","3ZQIG0FLQEHGYQBEIE0RB0PQQCMWVW","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:32","2468"
"AXEXQBM7B2QT9","caus_thomas_fire_v4","3YGXWBAF70I8QFMUHRZ3QGIALC84CK","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:38","2469"
"A2WLGVXAVT2XTR","caus_thomas_fire_v4","3EF8EXOTT1WE6UVH41XNFMO2ZC71JI","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:38","2470"
"A3P6MTDWS95QIZ","caus_thomas_fire_v4","3WAKVUDHUWH1VWLD5GIANYOQJE57UH","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:39","2471"
"A2TBWLOHTZNK54","caus_thomas_fire_v4","3570Y55XZPK15YGJ8KJTWW7WE5ZGYR","0","0","0","Not sure","No","No","No","0","0","2017-10-11 15:56:42","2472"
"A3GVIO0THJXK51","caus_thomas_fire_v4","3R3YRB5GRF4JEYJBCJUUXPQGKMBUAV","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:56:46","2473"
"A1NHZRAJ2UWMXC","caus_thomas_fire_v4","3ZAK8W07I4FNDLLTKHX18JE3B0ZU04","0","0","0","Yes","No","No","No","0","0","2017-10-11 15:56:51","2474"
"A2CB7WDJ9V6VVN","caus_thomas_fire_v4","3OVHNO1VE62YY4GX2GK44ID177NDZ5","0","0","0","Yes","No","Yes","No","0","0","2017-10-11 15:56:55","2475"
"A3K7UC7LUKV0ZV","caus_thomas_fire_v4","3LEP4MGT3G12G6DHW241I06YG41BDX","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-11 15:56:58","2476"
