"subject","version","assignmentId","rating","question_ind","trial_ind","focal_high","alt_high","rt","stamp","id"
"AQ4PZ6W8NIDH3","caus_thomas_all_v1","3KGTPGBS6XMU9VO7Z41FR77I3XOU2M","7","3","3","3","6","13600","2017-09-14 14:22:00","3322"
"A1JCKICNOC7DAB
","caus_thomas_all_v1","3483FV8BEEK97KY63M3CB1T20B726T","0","2","2","6","8","16533","2017-09-14 14:22:02","3323"
"a2mqmmcvzjtfl2","caus_thomas_all_v1","3HHRAGRYX86AWAP9OR4L2ON7RHB9OH","0","0","0","2","8","46673","2017-09-14 14:22:03","3324"
"A9O273N0X06JS","caus_thomas_all_v1","3Q8GYXHFEP3QMYQUVWIDV8OOG79C5W","0","4","4","10","2","11613","2017-09-14 14:22:04","3325"
"AMA18W8F60Y2J","caus_thomas_all_v1","3PWWM24LHSZWBYHUW10AVFPT66X28F","5","1","1","2","2","10070","2017-09-14 14:22:08","3326"
"A36X54Z0EPUUOQ","caus_thomas_all_v1","31Q0U3WYDPGLMZUF3S8QCWJT3GD71G","1","0","0","8","5","57371","2017-09-14 14:22:09","3327"
"A2DP32IQRO1N6K","caus_thomas_all_v1","3DQQ64TANGM3T6EIW2RS5808ZNRPW3","0","0","0","10","6","50985","2017-09-14 14:22:10","3328"
"A1JCKICNOC7DAB
","caus_thomas_all_v1","3483FV8BEEK97KY63M3CB1T20B726T","2","3","3","5","7","9880","2017-09-14 14:22:13","3329"
"A7ULVYZ4JGW8L","caus_thomas_all_v1","30IQTZXKAK7FUPFOPM8OSQD70HLX0X","1","3","3","6","8","16464","2017-09-14 14:22:15","3330"
"AQ4PZ6W8NIDH3","caus_thomas_all_v1","3KGTPGBS6XMU9VO7Z41FR77I3XOU2M","6","4","4","6","4","15803","2017-09-14 14:22:17","3331"
"AU8YVB738G6C","caus_thomas_all_v1","3IUZPWIU1O82IFH2JAMK9RE95DLWK9","1","1","1","1","6","49802","2017-09-14 14:22:18","3332"
"a2mqmmcvzjtfl2","caus_thomas_all_v1","3HHRAGRYX86AWAP9OR4L2ON7RHB9OH","0","1","1","4","6","13484","2017-09-14 14:22:18","3333"
"AMA18W8F60Y2J","caus_thomas_all_v1","3PWWM24LHSZWBYHUW10AVFPT66X28F","3","2","2","8","6","10053","2017-09-14 14:22:19","3334"
"A7ULVYZ4JGW8L","caus_thomas_all_v1","30IQTZXKAK7FUPFOPM8OSQD70HLX0X","1","4","4","4","4","7055","2017-09-14 14:22:23","3335"
"a2mqmmcvzjtfl2","caus_thomas_all_v1","3HHRAGRYX86AWAP9OR4L2ON7RHB9OH","0","2","2","6","1","4700","2017-09-14 14:22:24","3336"
"A3A32ENJXK1VCR","caus_thomas_all_v1","354GIDR5ZB77XZ9DMAJHJCQWQA1006","8","0","0","8","10","25123","2017-09-14 14:22:24","3337"
"A3HTLXAPOBCVVO","caus_thomas_all_v1","3WYP994K17SZ85RDW7A7K5U7FQ26YE","6","2","2","3","9","25189","2017-09-14 14:22:24","3338"
"A36X54Z0EPUUOQ","caus_thomas_all_v1","31Q0U3WYDPGLMZUF3S8QCWJT3GD71G","3","1","1","9","10","13497","2017-09-14 14:22:25","3339"
"A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT","caus_thomas_all_v1","3A4TN5196KJ22RAPWYJMK5RELG0CHD","4","0","0","5","6","58927","2017-09-14 14:22:27","3340"
"AMA18W8F60Y2J","caus_thomas_all_v1","3PWWM24LHSZWBYHUW10AVFPT66X28F","2","3","3","9","9","7813","2017-09-14 14:22:28","3341"
"A1M5BJTQIXCM33","caus_thomas_all_v1","3PEIJLRY6TU82FG9IT19ZLMB1M0XWZ","6","0","0","3","4","30763","2017-09-14 14:22:32","3342"
"A1JCKICNOC7DAB
","caus_thomas_all_v1","3483FV8BEEK97KY63M3CB1T20B726T","1","4","4","4","1","17771","2017-09-14 14:22:32","3343"
"a2mqmmcvzjtfl2","caus_thomas_all_v1","3HHRAGRYX86AWAP9OR4L2ON7RHB9OH","0","3","3","10","4","9277","2017-09-14 14:22:34","3344"
"AMA18W8F60Y2J","caus_thomas_all_v1","3PWWM24LHSZWBYHUW10AVFPT66X28F","2","4","4","6","7","5331","2017-09-14 14:22:34","3345"
"AX8RDFKYAO9BX","caus_thomas_all_v1","3HMVI3QICJT41JQGQ1YQP93Q7FLY17","8","0","0","1","1","25133","2017-09-14 14:22:38","3346"
"A3HTLXAPOBCVVO","caus_thomas_all_v1","3WYP994K17SZ85RDW7A7K5U7FQ26YE","4","3","3","8","6","12742","2017-09-14 14:22:38","3347"
"a2mqmmcvzjtfl2","caus_thomas_all_v1","3HHRAGRYX86AWAP9OR4L2ON7RHB9OH","0","4","4","8","2","4054","2017-09-14 14:22:39","3348"
"A1H1ZROJJ360M7","caus_thomas_all_v1","3CN4LGXD5XPLTINZDJHSN7ATJZW4YR","0","0","0","4","3","42229","2017-09-14 14:22:40","3349"
"AX8RDFKYAO9BX","caus_thomas_all_v1","3HMVI3QICJT41JQGQ1YQP93Q7FLY17","6","1","1","7","10","2901","2017-09-14 14:22:41","3350"
"A2DP32IQRO1N6K","caus_thomas_all_v1","3DQQ64TANGM3T6EIW2RS5808ZNRPW3","1","1","1","6","8","31783","2017-09-14 14:22:43","3351"
"AWCZ4NEHZ0XG9","caus_thomas_all_v1","3EG49X351UDA8013RBO51RNYDK86X8","4","0","0","8","7","50039","2017-09-14 14:22:44","3352"
"A3A32ENJXK1VCR","caus_thomas_all_v1","354GIDR5ZB77XZ9DMAJHJCQWQA1006","5","1","1","3","5","19760","2017-09-14 14:22:45","3353"
"AX8RDFKYAO9BX","caus_thomas_all_v1","3HMVI3QICJT41JQGQ1YQP93Q7FLY17","6","2","2","8","6","3014","2017-09-14 14:22:46","3354"
"A1M5BJTQIXCM33","caus_thomas_all_v1","3PEIJLRY6TU82FG9IT19ZLMB1M0XWZ","0","1","1","1","1","13494","2017-09-14 14:22:46","3355"
"AX8RDFKYAO9BX","caus_thomas_all_v1","3HMVI3QICJT41JQGQ1YQP93Q7FLY17","5","3","3","4","3","3021","2017-09-14 14:22:49","3356"
"AU8YVB738G6C","caus_thomas_all_v1","3IUZPWIU1O82IFH2JAMK9RE95DLWK9","3","2","2","9","8","31309","2017-09-14 14:22:50","3357"
"A2ADP8OZY39H5A","caus_thomas_all_v1","3W92K5RLWUIML7WUMDDIL0CD1EOV5D","1","0","0","1","8","50724","2017-09-14 14:22:51","3358"
"A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT","caus_thomas_all_v1","3A4TN5196KJ22RAPWYJMK5RELG0CHD","4","1","1","10","8","24646","2017-09-14 14:22:53","3359"
"AX8RDFKYAO9BX","caus_thomas_all_v1","3HMVI3QICJT41JQGQ1YQP93Q7FLY17","4","4","4","6","8","4679","2017-09-14 14:22:55","3360"
"A3A32ENJXK1VCR","caus_thomas_all_v1","354GIDR5ZB77XZ9DMAJHJCQWQA1006","3","2","2","4","2","10819","2017-09-14 14:22:57","3361"
"A36X54Z0EPUUOQ","caus_thomas_all_v1","31Q0U3WYDPGLMZUF3S8QCWJT3GD71G","3","2","2","3","3","32422","2017-09-14 14:22:57","3362"
"A1M5BJTQIXCM33","caus_thomas_all_v1","3PEIJLRY6TU82FG9IT19ZLMB1M0XWZ","3","2","2","8","7","10806","2017-09-14 14:22:58","3363"
"A2EIN7ZHCKD3DM","caus_thomas_all_v1","3AZHRG4CU4L3ER8A5X10LAO3TML031","6","0","0","1","7","39448","2017-09-14 14:22:59","3364"
"A1H1ZROJJ360M7","caus_thomas_all_v1","3CN4LGXD5XPLTINZDJHSN7ATJZW4YR","0","1","1","2","1","18131","2017-09-14 14:22:59","3365"
"A2DP32IQRO1N6K","caus_thomas_all_v1","3DQQ64TANGM3T6EIW2RS5808ZNRPW3","4","2","2","4","2","16744","2017-09-14 14:23:01","3366"
"A3HTLXAPOBCVVO","caus_thomas_all_v1","3WYP994K17SZ85RDW7A7K5U7FQ26YE","2","4","4","9","7","22239","2017-09-14 14:23:01","3367"
"A4UIXESOEZI05","caus_thomas_all_v1","3AZHRG4CU4L3ER8A5X10LAO3TML304","7","0","0","2","9","32210","2017-09-14 14:23:03","3368"
"A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT","caus_thomas_all_v1","3A4TN5196KJ22RAPWYJMK5RELG0CHD","4","2","2","8","5","13620","2017-09-14 14:23:08","3369"
"A1M5BJTQIXCM33","caus_thomas_all_v1","3PEIJLRY6TU82FG9IT19ZLMB1M0XWZ","0","3","3","10","2","8914","2017-09-14 14:23:08","3370"
"A3A32ENJXK1VCR","caus_thomas_all_v1","354GIDR5ZB77XZ9DMAJHJCQWQA1006","1","3","3","9","3","10412","2017-09-14 14:23:08","3371"
"AU8YVB738G6C","caus_thomas_all_v1","3IUZPWIU1O82IFH2JAMK9RE95DLWK9","1","3","3","3","3","16631","2017-09-14 14:23:08","3372"
"A2ADP8OZY39H5A","caus_thomas_all_v1","3W92K5RLWUIML7WUMDDIL0CD1EOV5D","1","1","1","6","4","17466","2017-09-14 14:23:09","3373"
"A1H1ZROJJ360M7","caus_thomas_all_v1","3CN4LGXD5XPLTINZDJHSN7ATJZW4YR","0","2","2","10","6","9771","2017-09-14 14:23:10","3374"
"A2EIN7ZHCKD3DM","caus_thomas_all_v1","3AZHRG4CU4L3ER8A5X10LAO3TML031","8","1","1","3","10","11346","2017-09-14 14:23:11","3375"
"A2DP32IQRO1N6K","caus_thomas_all_v1","3DQQ64TANGM3T6EIW2RS5808ZNRPW3","4","3","3","3","4","12000","2017-09-14 14:23:14","3376"
"A3A32ENJXK1VCR","caus_thomas_all_v1","354GIDR5ZB77XZ9DMAJHJCQWQA1006","0","4","4","10","4","4656","2017-09-14 14:23:14","3377"
"AV182SXSO370E","caus_thomas_all_v1","3BV8HQ2ZZW2YCNTAG1WRHJC0CZZA68","4","0","0","5","5","72200","2017-09-14 14:23:14","3378"
"AWCZ4NEHZ0XG9","caus_thomas_all_v1","3EG49X351UDA8013RBO51RNYDK86X8","2","1","1","9","10","29264","2017-09-14 14:23:15","3379"
"A39GP79ULCP9J2","caus_thomas_all_v1","39JEC7537U27KS591N0QZ6INTVAVCL","8","0","0","3","3","23883","2017-09-14 14:23:16","3380"
"A36X54Z0EPUUOQ","caus_thomas_all_v1","31Q0U3WYDPGLMZUF3S8QCWJT3GD71G","2","3","3","4","7","18475","2017-09-14 14:23:16","3381"
"A1M5BJTQIXCM33","caus_thomas_all_v1","3PEIJLRY6TU82FG9IT19ZLMB1M0XWZ","8","4","4","2","8","8845","2017-09-14 14:23:18","3382"
"A2ADP8OZY39H5A","caus_thomas_all_v1","3W92K5RLWUIML7WUMDDIL0CD1EOV5D","1","2","2","8","2","8188","2017-09-14 14:23:18","3383"
"A2EIN7ZHCKD3DM","caus_thomas_all_v1","3AZHRG4CU4L3ER8A5X10LAO3TML031","2","2","2","7","4","6453","2017-09-14 14:23:19","3384"
"A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT
A3SN5P43U6KKLT","caus_thomas_all_v1","3A4TN5196KJ22RAPWYJMK5RELG0CHD","4","3","3","6","7","11765","2017-09-14 14:23:20","3385"
