"subject","version","assignmentId","rating","rating2","rating3","question_ind","trial_ind","focal_high","alt_high","alt2_high","greenSecond","rt","stamp","id"
"A1POSVC6FSYWLW","caus_thomas_fire_v6","3Z2R0DQ0JHFDKZRL94MANPLFNIT2E0","3","8","2","2,1,0","0","1","1","0",,"43761","2017-10-17 14:05:37","24149"
"A2SMUTM50TMJHG","caus_thomas_fire_v6","37UQDCYH6XW18BADA6SFJKQ9YTI7VR","8","0","8","2,0,1","0","1","1","1",,"19685","2017-10-17 14:05:40","24150"
"AOB6ZJTDB416G","caus_thomas_fire_v6","3483FV8BEEK97KY63M3CB1T26K562J","5","0","7","0,2,1","0","0","1","1",,"19873","2017-10-17 14:05:45","24151"
"A20K80GWXI69Z7","caus_thomas_fire_v6","3JNQLM5FT4NRQ51DQQ9E0KBZWFUL26","7","0","1","2,0,1","0","1","1","1",,"20475","2017-10-17 14:05:51","24152"
"A2E2UARVOVDR9Y","caus_thomas_fire_v6","3TPWUS5F892KZH5ERX5ML8116D9WCH","0","8","8","1,0,2","0","1","1","0",,"10265","2017-10-17 14:05:53","24153"
"A38W9IO2CDPVNO","caus_thomas_fire_v6","3OVHNO1VE62YY4GX2GK44ID18FQDZP","7","5","8","2,1,0","0","1","1","1",,"45340","2017-10-17 14:05:55","24154"
"A2DFXQ3QVQ9ELH","caus_thomas_fire_v6","3NS0A6KXC491AOQO46LCA3GYL77GZ3","7","1","5","1,2,0","0","0","1","1",,"16087","2017-10-17 14:05:56","24155"
"A1WH32GYQOHIRQ","caus_thomas_fire_v6","3N4BPTXIO8TPQBSXOA7JR3TCQ69KUL","7","0","8","1,2,0","0","1","1","1",,"22044","2017-10-17 14:05:56","24156"
"A1T3ROSW2LC4FG","caus_thomas_fire_v6","3KIBXJ1WD5VUD680SOVASX1N8KLKO8","5","5","8","0,2,1","0","0","1","1",,"29107","2017-10-17 14:05:56","24157"
"AJ1VMW9NT7287","caus_thomas_fire_v6","33C7UALJVLZPMDZYDX0WQWFOK9H81Q","1","5","8","2,0,1","0","1","1","0",,"24992","2017-10-17 14:06:01","24158"
"A1M1TSMJB12177","caus_thomas_fire_v6","3MYYFCXHJ38L7R2ZJDVMG73PKC44GF","6","0","0","0,2,1","0","0","1","1",,"20654","2017-10-17 14:06:04","24159"
"A17V85U8PXS4LJ","caus_thomas_fire_v6","3II4UPYCOJ8PKCF6FK1RDP1X3C6DQW","3","3","6","2,0,1","0","1","1","0",,"56826","2017-10-17 14:06:06","24160"
"A1PE5AT62CBGS4","caus_thomas_fire_v6","33F859I566EJSMIJIYNR9LLW94YBHR","0","6","0","0,2,1","0","0","1","0",,"17265","2017-10-17 14:06:07","24161"
"A2XTKDNUT24SE1","caus_thomas_fire_v6","31JLPPHS2UVOH80T7I3BBBKLXYZO31","5","0","8","0,1,2","0","1","1","1",,"18333","2017-10-17 14:06:10","24162"
"A2WOZPIFGD3RDK","caus_thomas_fire_v6","3XUHV3NRVKZH361AHOWE6ZL4Z8CH5W","4","4","3","1,2,0","0","1","1","0",,"16070","2017-10-17 14:06:12","24163"
"A3Q5M94UVWYTLS
","caus_thomas_fire_v6","35LDD5557A56D3NOF8GX0TCIDK6KMT","2","6","0","2,1,0","0","1","1","0",,"33970","2017-10-17 14:06:21","24164"
"A2ZJAEL03VTZ8","caus_thomas_fire_v6","3LS2AMNW5FRGO96V5TF7OJDW7QBOQ2","0","6","5","0,2,1","0","1","1","0",,"12494","2017-10-17 14:06:30","24165"
"A2G3G60TB7HCJE","caus_thomas_fire_v6","35H6S234SA116HHTL55A98WEQUW65K","8","1","6","0,1,2","0","1","1","1",,"28376","2017-10-17 14:06:35","24166"
"A1YBX7P5PY8LL","caus_thomas_fire_v6","33F859I566EJSMIJIYNR9LLW94XHBW","7","2","6","0,2,1","0","1","1","1",,"78601","2017-10-17 14:06:49","24167"
"A1YX741QQSMKPS","caus_thomas_fire_v6","39K0FND3AHG01QE23H386F9M88CMAG","8","0","3","1,2,0","0","0","1","1",,"24291","2017-10-17 14:06:58","24168"
"A1OSRB1Q63XXWZ
","caus_thomas_fire_v6","3EJPLAJKEMHZDV1ISTCQYC39RT36ZQ","6","7","3","2,1,0","0","1","1","0",,"24505","2017-10-17 14:07:09","24169"
"ATD9IHXHMQURL
","caus_thomas_fire_v6","3R5F3LQFV2LP217MSPYKFCP0CTYOZY","1","6","7","1,2,0","0","1","1","0",,"19695","2017-10-17 14:07:11","24170"
"A18M1IAKPX9XQT","caus_thomas_fire_v6","31QTRG6Q2TE7IB9IB39GQ5LOG4QYPY","0","8","8","0,1,2","0","0","1","0",,"19336","2017-10-17 14:07:28","24171"
"A3I80PHEY97LSK","caus_thomas_fire_v6","3B4YI393V9X7ZHD14ELL3O2YM31SSU","0","6","5","1,2,0","0","0","1","0",,"28422","2017-10-17 14:07:31","24172"
"A3W0V0P5VMKQM4","caus_thomas_fire_v6","3A1COHJ8NJW0QOKCFM3HIJVV1YD8HP","7","7","7","0,2,1","0","1","1","0",,"30890","2017-10-17 14:07:37","24173"
"A2DW36EW5ZH9UB","caus_thomas_fire_v6","32XVDSJFPZYBWNJYQ2AT0XQOWKKM29","8","0","5","1,2,0","0","1","1","1",,"27949","2017-10-17 14:07:39","24174"
"A32F3RIIJB9VER","caus_thomas_fire_v6","33L7PJKHCGZQVXB7FGK6W2YJCS8T8K","8","4","0","1,0,2","0","0","1","1",,"26561","2017-10-17 14:07:40","24175"
"AQK264KI4XVXV","caus_thomas_fire_v6","3N2BF7Y2VQVFBDMG9ND0N1WQL32MHR","0","7","4","2,1,0","0","0","1","0",,"16938","2017-10-17 14:07:45","24176"
"A2NZRP8PKTV4P3","caus_thomas_fire_v6","3E47SOBEYQX2YML92G17KHSTR2ECIT","0","8","6","0,1,2","0","1","1","0",,"14645","2017-10-17 14:07:50","24177"
"A3BGORP58P2F7Q
","caus_thomas_fire_v6","30OG32W0SUC99LGEVNKUFDODYDKEN3","8","8","8","2,1,0","0","1","1","0",,"18724","2017-10-17 14:07:54","24178"
"AA3R1CNZAEH2O","caus_thomas_fire_v6","3HUTX6F6VUOZWQ4A3IP6S1FTRKXO2O","0","8","5","1,0,2","0","0","1","0",,"22183","2017-10-17 14:08:02","24179"
"A13M79DZ3D0ONV","caus_thomas_fire_v6","358010RM5EUVNQG4SJWDDJ3X0MWVX9","7","1","0","2,1,0","0","0","1","1",,"27213","2017-10-17 14:08:07","24180"
" AGBQZMJH45BNU","caus_thomas_fire_v6","3ATPCQ38J8B0V73GMKRJ0AWTHIQYAI","5","4","6","1,2,0","0","1","1","1",,"9146","2017-10-17 14:08:15","24181"
"A10OUK3W46D5SO","caus_thomas_fire_v6","3UNH76FOCS61X8C5JNHO91RTBZFYM2","0","8","7","0,1,2","0","0","1","0",,"29617","2017-10-17 14:08:21","24182"
"A1T3ROSW2LC4FG","caus_thomas_fire_v6","3KIBXJ1WD5VUD680SOVASX1N8KLKO8","5","7","7","2,1,0","0","0","1","0",,"23028","2017-10-17 14:08:22","24183"
"A3UVZZSK15KNPK","caus_thomas_fire_v6","39ZSFO5CA8XUFRMF6P77QOTZBH7JUJ","6","6","6","1,2,0","0","0","1","0",,"13583","2017-10-17 14:08:24","24184"
"A376YLNVO87MLZ
","caus_thomas_fire_v6","32EYX73OY0ABDF5SEUGGSFFQLY3RUL","0","4","4","0,2,1","0","0","1","0",,"27932","2017-10-17 14:08:36","24185"
"A3ELX6YO1E7J11
","caus_thomas_fire_v6","34Q075JO1XE74OUVITNHXH961B610X","7","7","7","0,1,2","0","1","1","0",,"22852","2017-10-17 14:08:38","24186"
"A13WGYF2UCOOMJ","caus_thomas_fire_v6","3K5TEWLKGVCYXVR9TXWCA9GIC9SVI9","8","8","8","1,2,0","0","0","1","0",,"5108","2017-10-17 14:08:42","24187"
"ANPCXN619ACW9","caus_thomas_fire_v6","3EF8EXOTT1WE6UVH41XNFMO20KA1J2","0","4","8","1,0,2","0","1","1","0",,"15307","2017-10-17 14:08:42","24188"
"A36XTKYLP4IRDN","caus_thomas_fire_v6","3PW9OPU9PQLE0YX9XGRVG52LY9Q21I","6","6","7","0,2,1","0","1","1","1",,"24222","2017-10-17 14:08:49","24189"
"A2NAKIXS3DVGAA","caus_thomas_fire_v6","3GDTJDAPVUCMI2LN6JJUAO3RIKB8MX","4","4","4","1,2,0","0","1","1","0",,"6420","2017-10-17 14:08:50","24190"
"AFH0174LHAHMQ","caus_thomas_fire_v6","30IQTZXKAK7FUPFOPM8OSQD76QL0XO","0","8","0","1,2,0","0","0","1","0",,"29454","2017-10-17 14:08:55","24191"
"a2zx7580nvwa61","caus_thomas_fire_v6","31UV0MXWNQDHZ1CUN6EZ6BMJZLS5IE","6","8","7","2,1,0","0","1","1","1",,"7220","2017-10-17 14:08:56","24192"
"ATAHQP6QL09TX","caus_thomas_fire_v6","34Q075JO1XE74OUVITNHXH961B501V","0","8","8","0,1,2","0","1","1","0",,"7858","2017-10-17 14:09:01","24193"
"A11A4KL9D0379R","caus_thomas_fire_v6","3CTOC39K37RSHGAJTHEWGWFF36BJ7I","8","0","8","0,2,1","0","0","1","1",,"35423","2017-10-17 14:09:02","24194"
"A2QR0C2XFOT2KM","caus_thomas_fire_v6","3KJYX6QCM9CUS6BFBFHCMAVIPOHVJL","6","0","4","0,2,1","0","0","1","1",,"99534","2017-10-17 14:09:04","24195"
"A1IWRYUOVXAB0Z","caus_thomas_fire_v6","3L70J4KAZGNXXW8PQO45NPMSZULADN","0","0","0","2,0,1","0","1","1","1",,"16800","2017-10-17 14:09:06","24196"
"A2XVL0RNQMWI17","caus_thomas_fire_v6","35BLDD71I6YKSLGJT1KYA4J88MVZVB","0","8","8","2,1,0","0","0","1","0",,"19624","2017-10-17 14:09:08","24197"
"A3U306W3BPP0J6","caus_thomas_fire_v6","34FNN24DCMA3P1RZRO02SZG7P4P5YJ","5","6","6","0,1,2","0","1","1","0",,"155181","2017-10-17 14:09:10","24198"
"A2868HFLIU4V0C","caus_thomas_fire_v6","3CP1TO84PT2DOGYSY3T7JVF2APV250","7","2","8","1,0,2","0","1","1","1",,"18750","2017-10-17 14:09:17","24199"
"A3JGW4RGO86NPX","caus_thomas_fire_v6","3TS1AR6UQQFCCEONARNB1YNNAZV7F4","0","4","8","0,1,2","0","1","1","0",,"25092","2017-10-17 14:09:29","24200"
"AJK9E6YAWAZVT","caus_thomas_fire_v6","3WETL7AQWT929YUB237C25KUG3V35C","0","8","5","0,1,2","0","1","1","0",,"17212","2017-10-17 14:09:33","24201"
"A2HOJ0B5A8DJVL","caus_thomas_fire_v6","3WJEQKOXA83351SDAVKAMNLJAXIA1X","0","-1","8","0,1,2","0","1","1","0",,"22357","2017-10-17 14:09:34","24202"
"A18J8M1SGIW7XL","caus_thomas_fire_v6","358010RM5EUVNQG4SJWDDJ3X0MXXVC","0","8","8","1,2,0","0","1","1","0",,"20359","2017-10-17 14:09:39","24203"
"AOY7MRZ8IJNAZ","caus_thomas_fire_v6","3EFE17QCRC6I98ZLTK9MZAVWDSKSH9","8","0","8","0,2,1","0","1","1","1",,"33207","2017-10-17 14:09:51","24204"
"A39OBMGPC1917V","caus_thomas_fire_v6","33LKR6A5KEL8KXRMGVBRHSBBYM11T7","0","0","8","1,2,0","0","1","1","0",,"24421","2017-10-17 14:10:01","24205"
"AQL960O0LTRI8","caus_thomas_fire_v6","3ATTHHXXWAPQ1KW4TCXUYUD3SK1XIF","4","8","7","1,2,0","0","1","1","0",,"16982","2017-10-17 14:10:03","24206"
"A36CZ0F88ELFWF","caus_thomas_fire_v6","3U4J9857OECMZXC75P1FI8W2V13B7Q","8","0","6","1,0,2","0","1","1","1",,"20055","2017-10-17 14:10:06","24207"
"A21KXWKFWGBCZ3","caus_thomas_fire_v6","3VE8AYVF8MYGCST6KWFHFYJILJ18FS","3","3","3","1,0,2","0","0","1","1",,"21074","2017-10-17 14:10:10","24208"
"A3AY059NMP3VIZ","caus_thomas_fire_v6","3Z2R0DQ0JHFDKZRL94MANPLFNITE2C","8","0","1","0,1,2","0","0","1","1",,"88058","2017-10-17 14:10:39","24209"
"A1S3VIOXMGN0QN","caus_thomas_fire_v6","3RJSC4XJ10V6S6VEJGPT07MNDRB50J","7","4","8","2,0,1","0","0","1","1",,"66322","2017-10-17 14:10:44","24210"
"A3MXI2O3JZ0TZH","caus_thomas_fire_v6","3MRNMEIQW57ETFZTNFTVW323T6IDL6","8","8","8","0,2,1","0","1","1","0",,"3767","2017-10-17 14:10:46","24211"
"A2QMHQXR8K4VJ2","caus_thomas_fire_v6","30OG32W0SUC99LGEVNKUFDODYDKNEC","3","4","6","1,0,2","0","0","1","0",,"4440","2017-10-17 14:10:54","24212"
"A2C6KUVF0FAIY8","caus_thomas_fire_v6","3RRCEFRB7MDPGAUO3R38FWCS4ZDB46","3","5","6","0,1,2","0","0","1","0",,"32949","2017-10-17 14:10:56","24213"
"A1P14RA5FX3HPD","caus_thomas_fire_v6","3VNL7UK1XFKZACLUNUQC6UF5ZWMFTO","0","6","8","1,2,0","0","0","1","0",,"18172","2017-10-17 14:11:02","24214"
"A3CCF8NBJTJUCB","caus_thomas_fire_v6","34J10VATJFZ6SNVS7Y224MHAVHFIQ4","6","5","4","1,2,0","0","1","1","0",,"17415","2017-10-17 14:11:07","24215"
"AJ3CE3PZMTP6","caus_thomas_fire_v6","31JLPPHS2UVOH80T7I3BBBKLXY03OH","7","7","7","2,1,0","0","1","1","1",,"17028","2017-10-17 14:11:13","24216"
"ADOE9L4WMP55F","caus_thomas_fire_v6","3PXX5PX6LXZ4IZA5CSDZSZYSW99BAH","8","8","0","0,1,2","0","1","1","0",,"31950","2017-10-17 14:11:17","24217"
"A1ST4RTOTHAKMY","caus_thomas_fire_v6","3P529IW9KYMBRZDPELOLK35O5J0LFR","1","5","4","2,1,0","0","0","1","0",,"14660","2017-10-17 14:11:20","24218"
"A3FTNTPAOI5C0G","caus_thomas_fire_v6","3X08E93BHVJXPLH7QOFF1EAEMP8661","8","1","1","2,0,1","0","1","1","1",,"55181","2017-10-17 14:11:21","24219"
"A2WCYILM19VQEW","caus_thomas_fire_v6","3MTMREQS4VJW628G7J9VFDBD6APWAG","4","0","8","2,0,1","0","1","1","1",,"24847","2017-10-17 14:11:28","24220"
"A2H6RIWM50KWA4","caus_thomas_fire_v6","3EA3QWIZ4IWJK3NKO2WX9RSXFOEITI","0","8","8","1,2,0","0","1","1","0",,"17549","2017-10-17 14:11:29","24221"
"A2K9N9ZEJK81XZ","caus_thomas_fire_v6","34Z02EIMISE8D864KC7R3NS1TUX0T5","6","8","8","2,1,0","0","1","1","1",,"20381","2017-10-17 14:11:38","24222"
"A2MFMT03E21ZIT","caus_thomas_fire_v6","3R8YZBNQ9HJ933EWO7Y5DXR1H147QY","5","0","7","0,2,1","0","0","1","1",,"14051","2017-10-17 14:11:39","24223"
"A2DPKKEEW2I6QK","caus_thomas_fire_v6","340UGXU9DY236MM9NELQTC4T64EVUG","2","4","3","2,0,1","0","1","1","0",,"4275","2017-10-17 14:11:44","24224"
"A2E746SZEOVYXS","caus_thomas_fire_v6","3WOKGM4L71HS0G1WOVLS9DMEUMGO07","7","0","8","0,1,2","0","1","1","1",,"26809","2017-10-17 14:11:52","24225"
"A1Q2LJQG0TWBWC","caus_thomas_fire_v6","3M0NZ3JDP1Z3UR14NA2L66P9VYU5ZB","0","4","4","1,2,0","0","1","1","0",,"45216","2017-10-17 14:11:53","24226"
"A2QGXC0QI17CT0","caus_thomas_fire_v6","3VA45EW49NOS75MEKEPSNI5OZEMO1A","1","8","1","0,1,2","0","0","1","0",,"28243","2017-10-17 14:11:55","24227"
"A1TARNH07A75CG","caus_thomas_fire_v6","3X31TUMD7XNK1KJH7M90V11U49F1L4","0","4","8","1,2,0","0","1","1","0",,"14637","2017-10-17 14:11:55","24228"
"AIC05ZT6F4AGF","caus_thomas_fire_v6","37FMASSAYCSJOHT3OG5C9XMB9HEBIL","8","0","0","2,0,1","0","0","1","1",,"41755","2017-10-17 14:11:56","24229"
"A14L7ICRNLCAQY","caus_thomas_fire_v6","3JV9LGBJWTFPBKCH2XAVU59U135GO2","0","8","0","2,0,1","0","1","1","0",,"18846","2017-10-17 14:11:59","24230"
"A1MM8TSLCHVMNK","caus_thomas_fire_v6","3X66WABAJWJ0PVJVJZQ362BJ6C93GU","1","6","8","1,0,2","0","0","1","0",,"14340","2017-10-17 14:12:02","24231"
" A1W36Q5THCHYUZ","caus_thomas_fire_v6","3QHK8ZVMIMJLEI199J2P1DE3QL8BLZ","0","8","8","2,0,1","0","0","1","0",,"26539","2017-10-17 14:12:03","24232"
"A2JEMCGIO2SROI","caus_thomas_fire_v6","33IZTU6J812FVYZ0YOR82WJQ1I2SX1","8","8","8","2,1,0","0","1","1","0",,"4608","2017-10-17 14:12:11","24233"
"ALDQRWYZ8KQ9A","caus_thomas_fire_v6","3RKNTXVS3MZKX0PWXD3CKLSMMHR4A3","0","5","6","0,1,2","0","1","1","0",,"26593","2017-10-17 14:12:16","24234"
"A16MDZ7O8KL9EC","caus_thomas_fire_v6","3WEV0KO0OMT1XSUJ7OQW8PGYL0RDSL","2","5","6","2,1,0","0","1","1","0",,"51325","2017-10-17 14:12:18","24235"
"A3D2DCU3KKUEXF","caus_thomas_fire_v6","39KFRKBFINWPXBXHW3W115GY6ZVYOI","0","8","8","1,0,2","0","0","1","0",,"15372","2017-10-17 14:12:21","24236"
"APX8K8QJ8LV2L","caus_thomas_fire_v6","3R8YZBNQ9HJ933EWO7Y5DXR1H127QW","8","8","8","2,1,0","0","1","1","0",,"22922","2017-10-17 14:12:30","24237"
"A1C1O9YVEWXL6E","caus_thomas_fire_v6","3300DTYQT2IUCIT6BFCBJ7JI3O8EQR","0","8","1","1,0,2","0","1","1","0",,"31068","2017-10-17 14:12:42","24238"
"A3MPRLOQP8D3DL","caus_thomas_fire_v6","3KWTYT08704JP2K089BCYREBGPM5LS","7","0","2","1,2,0","0","0","1","1",,"20786","2017-10-17 14:12:45","24239"
"A1CRD463RZUEXE","caus_thomas_fire_v6","38SKSKU7R1YV1QFFFTU6N0IGLBSLII","6","1","7","0,1,2","0","1","1","1",,"21227","2017-10-17 14:12:49","24240"
"A19JJ2RIRTWJOT","caus_thomas_fire_v6","3QJOXOW4XJS3R3VEJM5U2YZDTNAEM3","0","7","8","0,1,2","0","0","1","0",,"13772","2017-10-17 14:13:09","24241"
"A2KRPK3GQR0GA9
","caus_thomas_fire_v6","3GS6S824SQY3QL25GNE01JVD5HQWN2","8","0","0","2,1,0","0","0","1","1",,"18039","2017-10-17 14:13:11","24242"
"A39O4J8O2IGQYR","caus_thomas_fire_v6","3FE2ERCCZX9VOX5G5G0IOENM2USOPE","8","-1","0","1,2,0","0","0","1","1",,"29670","2017-10-17 14:13:13","24243"
"A3UT2JWMNH5S3V","caus_thomas_fire_v6","3QY5DC2MXRLEAP0JNZGMBQ17IATUFU","0","0","8","0,2,1","0","0","1","1",,"24462","2017-10-17 14:13:14","24244"
"AS2WTWYVRW9BV
","caus_thomas_fire_v6","3NPFYT4IZC5C5TQ93OXRDI0ND77XGL","7","6","6","0,2,1","0","0","1","1",,"11914","2017-10-17 14:13:15","24245"
"A3DKKDV1WEZLYF","caus_thomas_fire_v6","3KGTPGBS6XMU9VO7Z41FR77I96P2UJ","0","4","4","1,0,2","0","0","1","0",,"21726","2017-10-17 14:13:16","24246"
"A2U3723LKNMHAI","caus_thomas_fire_v6","3Z3ZLGNNSIVR2KD9MVVF0GFLCZH3QO","8","0","7","2,1,0","0","0","1","1",,"23110","2017-10-17 14:13:22","24247"
"A1B65EVDS55AME","caus_thomas_fire_v6","37QW5D2ZRGNPGXYSQGFGMX2XA9VS8V","8","5","8","2,0,1","0","0","1","1",,"14203","2017-10-17 14:13:26","24248"
"A108W7J8TZMI8G
","caus_thomas_fire_v6","3DHE4R9OCWCB4DNCFZCYNS6R0Y92GI","8","0","4","2,0,1","0","0","1","1",,"18179","2017-10-17 14:13:32","24249"
"A1VR2CCCVMXKR6","caus_thomas_fire_v6","3TPZPLC3M0D628CUMIGQ0BPB73WP3K","8","0","4","1,2,0","0","1","1","1",,"22338","2017-10-17 14:13:33","24250"
"A1TJHPB2Z8IOEJ","caus_thomas_fire_v6","35LDD5557A56D3NOF8GX0TCIDK7KMU","2","0","6","0,1,2","0","0","1","1",,"40267","2017-10-17 14:13:45","24251"
"ACKVAGNOUSDL0","caus_thomas_fire_v6","3JWH6J9I9SEB2I4ULWI4E5ISVG8NBD","0","8","8","0,2,1","0","0","1","0",,"15221","2017-10-17 14:13:52","24252"
"A2WLGVXAVT2XTR","caus_thomas_fire_v6","35DR22AR5DLBBHEL89Q7UOBE922X3D","4","4","4","1,0,2","0","1","1","1",,"14611","2017-10-17 14:14:06","24253"
"A3L49Y0QOFKHPP","caus_thomas_fire_v6","3NG53N1RLVKS35I0YZBMRSXMNPP8PW","1","7","7","2,1,0","0","1","1","0",,"17721","2017-10-17 14:14:11","24254"
"A3D00DSZUSDSQS","caus_thomas_fire_v6","3ZWFC4W1UU8MUX82J5LH6FENBBPRFN","0","8","8","2,1,0","0","0","1","0",,"27212","2017-10-17 14:14:17","24255"
"A248LF7KKHXZ14","caus_thomas_fire_v6","3M68NM076H8QB4FRICIDC91AICL6RY","0","8","0","2,0,1","0","0","1","0",,"22165","2017-10-17 14:14:17","24256"
"A1HN4550TIXQBZ","caus_thomas_fire_v6","3U8YCDAGXPHVLSEC38DWYIHE9NXQ0G","8","0","0","1,2,0","0","0","1","1",,"26815","2017-10-17 14:14:18","24257"
"A1I4VM94N3EM0W","caus_thomas_fire_v6","33PPUNGG386SZEZ2KHFO97U5NGJRZB","8","0","4","1,2,0","0","0","1","1",,"25746","2017-10-17 14:14:21","24258"
"A6JFRB432NWIX","caus_thomas_fire_v6","3OS4RQUCR9GZEQRDN8ZR609JTPMBFU","8","0","5","1,2,0","0","0","1","1",,"16583","2017-10-17 14:14:22","24259"
"A2TBXASXZIRNNW","caus_thomas_fire_v6","3OONKJ5DKCKTK346MBIHTUIXLQAOBQ","0","8","8","0,1,2","0","1","1","0",,"17624","2017-10-17 14:14:24","24260"
"ABL3H3O3BI8ZD","caus_thomas_fire_v6","3R0T90IZ1SDO2VFECS14Z5FDCPMGC5","7","7","8","1,2,0","0","0","1","1",,"7343","2017-10-17 14:14:33","24261"
" A16184N1RO5OJV
","caus_thomas_fire_v6","3OLF68YTN92UVGMLHUZVBPPDB72AFZ","6","0","8","0,1,2","0","1","1","1",,"28156","2017-10-17 14:14:39","24262"
"ANJ9V1S2RYOE8","caus_thomas_fire_v6","3HL8HNGX452GQXCGPOLVFUET5PK9FJ","8","0","7","0,1,2","0","1","1","1",,"36662","2017-10-17 14:14:50","24263"
"A2A27TLFWKDXUW","caus_thomas_fire_v6","3OVR4I9USPKCKGWDM90YAL7RQZEQ4X","8","0","0","0,2,1","0","0","1","1",,"39275","2017-10-17 14:14:59","24264"
"A25894CV44ZZ0V","caus_thomas_fire_v6","33F859I566EJSMIJIYNR9LLW940BHT","0","8","0","2,1,0","0","0","1","0",,"14065","2017-10-17 14:15:05","24265"
"A2XFO0X6RCS98M","caus_thomas_fire_v6","38BQUHLA9W1P3U83D08Q7ATRXPEMOD","7","1","6","2,1,0","0","0","1","1",,"12655","2017-10-17 14:15:06","24266"
"AEZ64TVDZQOU6","caus_thomas_fire_v6","3TPZPLC3M0D628CUMIGQ0BPB73W3PY","1","5","5","2,1,0","0","0","1","0",,"18755","2017-10-17 14:15:09","24267"
"A1TARNH07A75CG","caus_thomas_fire_v6","3X31TUMD7XNK1KJH7M90V11U49F1L4","4","0","8","0,1,2","0","1","1","1",,"9097","2017-10-17 14:15:11","24268"
"A3P0P0DRSOX52W","caus_thomas_fire_v6","3OS4RQUCR9GZEQRDN8ZR609JTPNBFV","4","4","4","0,1,2","0","0","1","1",,"28825","2017-10-17 14:15:14","24269"
"A2OSXVGQUR6IL6","caus_thomas_fire_v6","36ZN444YTRZ37BICSLAYFHMAGGYOI3","5","5","1","2,1,0","0","0","1","0",,"25308","2017-10-17 14:15:25","24270"
"A11GMTJSTNR0YA","caus_thomas_fire_v6","3R0T90IZ1SDO2VFECS14Z5FDCPNGC6","3","7","2","0,2,1","0","1","1","0",,"12993","2017-10-17 14:15:38","24271"
"AK3H5QRAROFGP","caus_thomas_fire_v6","3TOK3KHVJTJ6IR1G9U61OSW120JO74","8","0","8","0,2,1","0","1","1","1",,"11723","2017-10-17 14:15:38","24272"
"A3L2UB07EZJAMD","caus_thomas_fire_v6","3QJOXOW4XJS3R3VEJM5U2YZDTN8ME9","0","8","8","1,0,2","0","0","1","0",,"18017","2017-10-17 14:15:50","24273"
"A345RMXKPKS5AD","caus_thomas_fire_v6","3OLQQLKKNSQDQVPTGPS2M67WPTHEJ1","5","5","6","1,2,0","0","0","1","1",,"18427","2017-10-17 14:15:50","24274"
"A330JJJZGJL7IG2","caus_thomas_fire_v6","323Q6SJS8IH953UZN09NSBCHO2SHFH","8","0","0","2,0,1","0","1","1","1",,"19948","2017-10-17 14:15:53","24275"
"ALML8V38FDV0","caus_thomas_fire_v6","3I02618YA07Q12PD12CRNKFBKGHUPY","2","0","8","1,2,0","0","0","1","1",,"20590","2017-10-17 14:15:59","24276"
"A36KDWI1CGJFFA","caus_thomas_fire_v6","3PW9OPU9PQLE0YX9XGRVG52LY9Q12H","0","8","4","2,0,1","0","0","1","0",,"26049","2017-10-17 14:16:03","24277"
"A3X6N2OAY5XY8","caus_thomas_fire_v6","3ZDAD0O1T1EGAYCFNOWYC1FC31ITXT","6","0","3","2,0,1","0","0","1","1",,"46810","2017-10-17 14:16:05","24278"
"A25PP2C9TDMBVG","caus_thomas_fire_v6","3RXPCZQMQPC4FS5GWVCKI9WM8SW1G1","8","0","8","0,2,1","0","0","1","1",,"53009","2017-10-17 14:16:12","24279"
"A35RT6VWT56F30","caus_thomas_fire_v6","3A4NIXBJ760HX95608SYFTPX2KDML0","0","8","0","2,0,1","0","1","1","0",,"22977","2017-10-17 14:16:16","24280"
"jamrsmommy@yahoo.com","caus_thomas_fire_v6","3KRVW3HTZNM41M0WKHPZRF3SUELMSE","0","8","4","1,0,2","0","1","1","1",,"13745","2017-10-17 14:16:28","24281"
"A2YTO4EY3MNYAJ","caus_thomas_fire_v6","3J4Q2Z4UTY4OTIFXWF6H5DQIASAWQM","1","7","7","2,1,0","0","0","1","0",,"14770","2017-10-17 14:16:41","24282"
"A2DOBD99DXD0K8","caus_thomas_fire_v6","31N2WW6R9RRUBVN08FKLOHB75XBF39","8","2","4","0,1,2","0","1","1","1",,"22745","2017-10-17 14:16:56","24283"
"A1U5RYB8O1ILWU","caus_thomas_fire_v6","3TESA3PJ31B13RNR0KTDF64M2P3MM2","4","4","5","0,1,2","0","1","1","0",,"64004","2017-10-17 14:16:56","24284"
"A1GKEEI844CEKI
","caus_thomas_fire_v6","3LJ7UR74RHERHJJL6H8H6RCMLOT4NQ","5","5","6","1,2,0","0","0","1","0",,"5533","2017-10-17 14:17:04","24285"
"A1Y508FNU04ZLH","caus_thomas_fire_v6","3A1COHJ8NJW0QOKCFM3HIJVV1YFH80","2","6","4","1,2,0","0","0","1","0",,"30394","2017-10-17 14:17:09","24286"
"A8KX1HFH8NE2Q","caus_thomas_fire_v6","3WR9XG3T63C2EYRYQARSAUQWL9L74F","0","8","1","1,2,0","0","1","1","0",,"21140","2017-10-17 14:17:17","24287"
"AKO37FNQTVIKC","caus_thomas_fire_v6","3NS0A6KXC491AOQO46LCA3GYL79ZGO","8","0","8","0,2,1","0","0","1","1",,"14191","2017-10-17 14:17:19","24288"
